1 0.13579821
1.02 0.13204028
1.0404 0.12837142
1.061208 0.12478997
1.082432 0.12129429
1.104081 0.11788276
1.126162 0.11455378
1.148686 0.11130577
1.171659 0.10813717
1.195093 0.10504642
1.218994 0.10203201
1.243374 0.099092418
1.268242 0.096226171
1.293607 0.093431796
1.319479 0.090707843
1.345868 0.088052885
1.372786 0.085465509
1.400241 0.082944325
1.428246 0.08048796
1.456811 0.078095061
1.485947 0.075764294
1.515666 0.073494345
1.54598 0.071283916
1.576899 0.069131732
1.608437 0.067036535
1.640606 0.064997084
1.673418 0.06301216
1.706886 0.061080561
1.741024 0.059201104
1.775845 0.057372625
1.811362 0.055593977
1.847589 0.053864035
1.884541 0.052181687
1.922231 0.050545845
1.960676 0.048955434
1.99989 0.0474094
2.039887 0.045906706
2.080685 0.044446334
2.122299 0.043027281
2.164745 0.041648564
2.20804 0.040309216
2.2522 0.039008289
2.297244 0.037744849
2.343189 0.036517983
2.390053 0.035326791
2.437854 0.034170392
2.486611 0.033047921
2.536344 0.03195853
2.58707 0.030901386
2.638812 0.029875673
2.691588 0.028880591
2.74542 0.027915354
2.800328 0.026979195
2.856335 0.026071359
2.913461 0.025191108
2.971731 0.024337718
3.031165 0.023510483
3.091789 0.022708706
3.153624 0.021931711
3.216697 0.021178831
3.281031 0.020449417
3.346651 0.019742831
3.413584 0.019058451
3.481856 0.018395667
3.551493 0.017753885
3.622523 0.017132521
3.694974 0.016531005
3.768873 0.015948783
3.844251 0.015385308
3.921136 0.014840051
3.999558 0.014312491
4.079549 0.013802123
4.16114 0.01330845
4.244363 0.012830989
4.32925 0.01236927
4.415835 0.01192283
4.504152 0.011491222
4.594235 0.011074006
4.68612 0.010670755
4.779842 0.010281052
4.875439 0.0099044906
4.972948 0.0095406747
5.072407 0.0091892179
5.173855 0.0088497437
5.277332 0.0085218854
5.382879 0.0082052859
5.490536 0.0078995971
5.600347 0.0076044804
5.712354 0.0073196058
5.826601 0.0070446524
5.943133 0.0067793076
6.061996 0.0065232675
6.183236 0.0062762362
6.3069 0.0060379262
6.433038 0.0058080575
6.561699 0.0055863582
6.692933 0.0053725639
6.826792 0.0051664175
6.963328 0.0049676692
7.102594 0.0047760764
7.244646 0.0045914034
7.389539 0.0044134212
7.53733 0.0042419074
7.688076 0.0040766462
7.841838 0.0039174281
7.998675 0.0037640498
8.158648 0.0036163138
8.321821 0.0034740288
8.488258 0.003337009
8.658023 0.0032050744
8.831183 0.0030780504
9.007807 0.0029557676
9.187963 0.0028380619
9.371722 0.0027247743
9.559157 0.0026157507
9.75034 0.0025108418
9.945347 0.002409903
10.144254 0.0023127942
10.347139 0.0022193799
10.554081 0.0021295287
10.765163 0.0020431136
10.980466 0.0019600116
11.200076 0.0018801037
11.424077 0.0018032748
11.652559 0.0017294135
11.88561 0.0016584122
12.123322 0.0015901667
12.365788 0.0015245763
12.613104 0.0014615436
12.865366 0.0014009748
13.122674 0.0013427788
13.385127 0.0012868678
13.65283 0.0012331571
13.925886 0.0011815647
14.204404 0.0011320114
14.488492 0.0010844209
14.778262 0.0010387195
15.073827 0.000994836
15.375304 0.00095270164
15.68281 0.00091225019
15.996466 0.0008734177
16.316395 0.00083614248
16.642723 0.00080036504
16.975578 0.00076602802
17.315089 0.00073307611
17.661391 0.00070145598
18.014619 0.00067111625
18.374911 0.00064200737
18.742409 0.00061408163
19.117258 0.00058729304
19.499603 0.00056159731
19.889595 0.00053695177
20.287387 0.00051331535
20.693134 0.00049064847
21.106997 0.00046891307
21.529137 0.00044807246
21.95972 0.00042809138
22.398914 0.00040893587
22.846893 0.00039057325
23.30383 0.00037297209
23.769907 0.00035610215
24.245305 0.00033993437
24.730211 0.00032444076
25.224815 0.00030959445
25.729312 0.00029536957
26.243898 0.00028174128
26.768776 0.00026868569
27.304151 0.00025617985
27.850234 0.0002442017
28.407239 0.00023273005
28.975384 0.00022174453
29.554892 0.00021122559
30.145989 0.00020115445
30.748909 0.00019151307
31.363887 0.00018228412
31.991165 0.00017345098
32.630988 0.00016499768
33.283608 0.0001569089
33.94928 0.00014916993
34.628266 0.00014176663
35.320831 0.00013468548
36.027248 0.00012791346
36.747793 0.0001214381
37.482749 0.00011524742
38.232404 0.00010932995
38.997052 0.00010367466
39.776993 9.8270985e-05
40.572533 9.3108781e-05
41.383983 8.8178319e-05
42.211663 8.3470268e-05
43.055896 7.8975672e-05
43.917014 7.4685942e-05
44.795355 7.0592837e-05
45.691262 6.6688447e-05
46.605087 6.2965184e-05
47.537189 5.9415766e-05
48.487932 5.6033203e-05
49.457691 5.2810785e-05
50.446845 4.9742069e-05
51.455782 4.6820867e-05
52.484897 4.4041237e-05
53.534595 4.1397469e-05
54.605287 3.8884076e-05
55.697393 3.6495781e-05
56.811341 3.4227513e-05
57.947568 3.2074391e-05
59.106519 3.0031719e-05
60.288649 2.8094975e-05
61.494422 2.6259806e-05
62.724311 2.4522016e-05
63.978797 2.2877559e-05
65.258373 2.1322538e-05
66.56354 1.9853187e-05
67.894811 1.8465876e-05
69.252707 1.7157097e-05
70.637762 1.5923461e-05
72.050517 1.4761693e-05
73.491527 1.3668627e-05
74.961358 1.26412e-05
76.460585 1.1676448e-05
77.989797 1.0771503e-05
79.549593 9.9235893e-06
81.140584 9.1300176e-06
82.763396 8.3881852e-06
84.418664 7.6955714e-06
86.107037 7.0497351e-06
87.829178 6.4483133e-06
89.585762 5.8890182e-06
91.377477 5.3696361e-06
93.205026 4.8880258e-06
95.069127 4.442117e-06
96.970509 4.0299095e-06
98.90992 3.6494718e-06
100.88812 3.2989408e-06
102.90588 2.9765207e-06
104.964 2.6804825e-06
107.06328 2.4091634e-06
109.20454 2.1609663e-06
111.38863 1.9343593e-06
113.61641 1.7278754e-06
115.88873 1.5401115e-06
118.20651 1.3697285e-06
120.57064 1.2154503e-06
122.98205 1.0760633e-06
125.44169 9.5041555e-07
127.95053 8.3741588e-07
130.50954 7.3603315e-07
133.11973 6.45295e-07
135.78212 5.6428676e-07
138.49777 4.9215013e-07
141.26772 4.2808175e-07
144.09308 3.7133168e-07
146.97494 3.2120177e-07
149.91444 2.7704385e-07
152.91272 2.3825796e-07
155.97098 2.0429037e-07
159.0904 1.7463156e-07
162.27221 1.4881417e-07
165.51765 1.2641088e-07
168.828 1.0703226e-07
172.20456 9.0324583e-08
175.64866 7.5967651e-08
179.16163 6.3672638e-08
182.74486 5.3179934e-08
186.39976 4.4257045e-08
190.12775 3.669653e-08
193.93031 3.0314001e-08
197.80891 2.4946197e-08
201.76509 2.0449125e-08
205.80039 1.6696303e-08
209.9164 1.3577079e-08
214.11473 1.0995055e-08
218.39703 8.8666049e-09
222.76497 7.1194991e-09
227.22026 5.6916231e-09
231.76467 4.5298019e-09
236.39996 3.5887208e-09
241.12796 2.8299437e-09
245.95052 2.2210229e-09
250.86953 1.7346989e-09
255.88692 1.3481829e-09
261.00466 1.0425196e-09
266.22476 8.0202239e-10
271.54925 6.1377747e-10
276.98024 4.6720984e-10
282.51984 3.5370657e-10
288.17024 2.6629129e-10
293.93364 1.9934489e-10
299.81232 1.4836733e-10
305.80856 1.0977568e-10
311.92473 8.0734165e-11
318.16323 5.9011905e-11
324.52649 4.2864679e-11
