x_cw;cnt_cw;x_log_cw;cnt_log_cw;x_ccw;cnt_ccw;x_log_ccw;cnt_log_ccw;pdf_cw;pdf_cw_exp_regr;pdf_cw_pow_regr;pdf_log_cw;pdf_log_cw_exp_regr;pdf_log_cw_pow_regr;pdf_ccw;pdf_ccw_exp_regr;pdf_ccw_pow_regr;pdf_log_ccw;pdf_log_ccw_exp_regr;pdf_log_ccw_pow_regr
0.166666666666667;4701836;0.1;34540;0.166666666666667;10570542;0.1;66602;0.850284541196234;0.76128126301496;1;0.987848177553098;0.978814252556508;0.402855583653082;1.91171212381713;1;1.97260003094513;2.96312809744714;1;3.85210564391736
0.5;3368818;0.102329299228075;35226;0.5;1955246;0.102329299228075;66786;0.609220284906495;0.548803161828076;1;0.984535092220392;0.97652080029388;0.402855583653082;0.353611714824552;1;0.373596729908183;2.90367890135008;1;3.74294440444381
0.833333333333333;2415958;0.10471285480509;36032;0.833333333333333;988342;0.10471285480509;67148;0.436904166708361;0.395628954848683;1;0.984138537647629;0.974179489549369;0.402855583653082;0.178744418581154;1;0.172344121775363;2.85296364516123;1;3.63687658381823
1.16666666666667;1730584;0.107151930523761;37274;1.16666666666667;608578;0.107151930523761;67284;0.312960473832253;0.285206574600046;1;0.994887262427127;0.971789453757858;0.402855583653082;0.110063035640782;1;0.103531997189471;2.79366905964019;1;3.53381452052073
1.5;1239066;0.109647819614319;38054;1.5;414820;0.109647819614319;66986;0.224073886312039;0.205603733493681;1;0.992586087341751;0.969349816904032;0.402855583653082;0.0750213587157425;1;0.0707566229385151;2.71798590928212;1;3.43367303718969
1.83333333333333;888480;0.112201845430196;38560;1.83333333333333;302164;0.112201845430196;67802;0.16067357712222;0.148218515950487;1;0.982889951173953;0.966859693742727;0.402855583653082;0.0546472056192653;1;0.0522121541056176;2.68847288392176;1;3.33636937022554
2.16666666666667;636900;0.114815362149688;39630;2.16666666666667;230680;0.114815362149688;68096;0.115177608127523;0.106849851883841;1;0.98716998488591;0.964318190040789;0.402855583653082;0.0417191240261981;1;0.0405404138338996;2.63866804538815;1;3.24182310138928
2.5;456160;0.117489755493953;40620;2.5;180570;0.117489755493953;68406;0.0824924128174769;0.0770274265289011;1;0.988798476968768;0.961724402841468;0.402855583653082;0.0326565901916534;1;0.0326407783149651;2.59034345868249;1;3.14995609133971
2.83333333333333;327176;0.120226443461741;41002;2.83333333333333;145534;0.120226443461741;67252;0.0591668222903604;0.0555286164000995;1;0.97537789969971;0.959077420752342;0.402855583653082;0.0263202314722937;1;0.0270042266458359;2.48867600274879;1;3.06069241505376
3.16666666666667;234048;0.123026877081238;42140;3.16666666666667;120442;0.123026877081238;68774;0.0423254652646107;0.0400302512787759;1;0.979630732205041;0.956376324257823;0.402855583653082;0.0217822730014017;1;0.0228176376808921;2.48706674259075;1;2.9739582990769
3.5;166314;0.125892541179417;42400;3.5;100842;0.125892541179417;68706;0.0300763836051514;0.0288575714888349;1;0.963238264035239;0.953620186057336;0.402855583653082;0.018237558111019;1;0.0196082403853138;2.42805109061564;1;2.88968206055198
3.83333333333333;119864;0.128824955169313;43796;3.83333333333333;84884;0.128824955169313;68386;0.0216763209618424;0.020803252680923;1;0.972304547208258;0.95080807143026;0.402855583653082;0.0153515091201656;1;0.0170844093915497;2.36173060609587;1;2.80779404797568
4.16666666666667;86570;0.131825673855641;44352;4.16666666666667;73548;0.131825673855641;68752;0.0156554020028257;0.0149969418692687;1;0.962234841815832;0.947939038628761;0.402855583653082;0.0133013617733606;1;0.0150575361677805;2.32032325205077;1;2.72822658363379
4.5;61070;0.134896288259165;45530;4.5;63620;0.134896288259165;69506;0.0110439574946582;0.0108112067319393;1;0.965307143420287;0.945012139299707;0.402855583653082;0.0115058551697014;1;0.0134008123970829;2.29237388254786;1;2.650913907668
4.83333333333333;44062;0.138038426460289;46866;4.83333333333333;55522;0.138038426460289;69356;0.00796821442819113;0.00779373501741982;1;0.971014595524264;0.942026418936798;0.402855583653082;0.0100413091910117;1;0.0120261730798114;2.23535855064376;1;2.57579212372737
5.16666666666667;31968;0.141253754462275;47224;5.16666666666667;48802;0.141253754462275;69714;0.00578112384459203;0.00561845749765434;1;0.956160150788486;0.938980917364181;0.402855583653082;0.00882597837145189;1;0.0108707562379507;2.19575134718973;1;2.50279914616035
5.5;22730;0.144543977074593;48280;5.5;43420;0.144543977074593;70302;0.00411051504590768;0.0040503127938521;1;0.955289779158145;0.935874669252733;0.402855583653082;0.00785262859900086;1;0.00988861894419354;2.16386835691337;1;2.43187464870278
5.83333333333333;16632;0.147910838816821;49234;5.83333333333333;38820;0.147910838816821;68906;0.0030077468650918;0.00291984654772078;1;0.951991325335368;0.93270670467032;0.402855583653082;0.00702070571656412;1;0.00904548861976831;2.07262243862631;1;2.36296001462053
6.16666666666667;11488;0.151356124843621;50046;6.16666666666667;34932;0.151356124843621;70130;0.00207750096116971;0.00210490011417825;1;0.945664838113245;0.929476049667271;0.402855583653082;0.00631755002810453;1;0.00831533521072709;2.06142241798872;1;2.29599828826451
6.5;8300;0.154881661891248;51298;6.5;31784;0.154881661891248;69272;0.00150097997716822;0.00151741004818426;1;0.947258046232935;0.926181726898406;0.402855583653082;0.00574822541203692;1;0.00767807249309056;1.98985248800074;1;2.23093412799884
6.83333333333333;5786;0.158489319246111;52202;6.83333333333333;28658;0.158489319246111;69940;0.00104634580095125;0.00109389193283856;1;0.942008913182959;0.922822756282922;0.402855583653082;0.005182879557581;1;0.0071179801667647;1.9633095710977;1;2.16771376046277
