0 7.7143e-14
1 3.22e-12
2 6.5831e-11
3 8.7856e-10
4 8.6066e-09
5 6.5984e-08
6 4.122e-07
7 2.1569e-06
8 9.6463e-06
9 3.7434e-05
10 0.00012755
11 0.00038524
12 0.0010392
13 0.0025195
14 0.0055189
15 0.01097
16 0.019857
17 0.032836
18 0.049727
19 0.069113
20 0.088311
21 0.10389
22 0.11263
23 0.11263
24 0.10394
25 0.088542
26 0.069623
27 0.050522
28 0.033815
29 0.020859
30 0.011846
31 0.0061848
32 0.0029635
33 0.0013005
34 0.00052133
35 0.00019033
36 6.3051e-05
37 1.8871e-05
38 5.0764e-06
39 1.2197e-06
40 2.5975e-07
41 4.8571e-08
42 7.881e-09
43 1.0929e-09
44 1.2695e-10
45 1.2016e-11
